"InternetFreq","VisitSocial","ProfileSetting","FutureConcern","KindUnkind","MeanToYou","SocialSite","Chat","StreamVideo","PostComments","PrivateMessage","TagPhoto","PostPhoto","OthersIntercede","YouIntercede","JoinHarassment","SoughtAdvice","AskedWho","Face2FaceArgue","Parents","EndFriendship","Nervous","FeelGood","LieAboutAge","SharePassword"
"3-5 days a week","About once a day","Partially private","Yes","Depends","Yes","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","No","No","Yes"
"About once a day",,,"Yes",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"About once a day",,,"Yes",,,"No, do not","Yes","No, do not",,,,,,,,,,,,,,,"Yes","Yes"
"Several times a day","About once a day","Partially private","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Never","Never","Never","No",,"No","No","Yes","No","Yes","Yes","No"
"3-5 days a week","Less often","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Never","Never","Never","No",,"No","No","No","No","No","No","No"
"Several times a day","3-5 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","No","Only once in a while","Only once in a while","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","No",,"No","No","No","No","Yes","No","No"
"1-2 days a week",,,"Refused",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Don't know",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Only once in a while","Never","No",,"No","No","No","No","Yes","No","Yes"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","Yes","Never","Never","Never","Yes","Parent","No","No","No","No","No","Yes","No"
"Several times a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes",,,,,,"No","No","No","No","No","No","No"
"About once a day","3-5 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Only once in a while","Yes","Friend or peer","No","No","No","No","Yes","No","No"
